,financial_data_id,company_id,returns,volatility,open,close,high,low,volume,year,month,day,outlier
50745,55756,11,1.856268326398638,0.05458540646218271,23.687628189679888,21.83135986328125,23.687628189679888,21.62958883622154,118800,2000,1,4,-1
50746,55757,11,0.5245995554353406,0.020321677633295267,21.83136225074784,21.3067626953125,21.83136225074784,21.104995340680365,133650,2000,1,5,-1
50747,55758,11,-0.4842445999457077,0.031934666674681006,21.468178495757417,21.952423095703125,22.598080099302003,21.427823547597576,132150,2000,1,6,-1
50748,55759,11,-0.443889640075092,0.02372366699731911,22.033128716248147,22.47701835632324,22.920911690891344,22.033128716248147,55500,2000,1,7,-1
50749,55760,11,-0.5245996274064169,0.014881892018842423,22.51737730130452,23.041976928710938,23.08232818847736,22.51737730130452,119250,2000,1,10,-1
50750,55761,11,0.08070990340145912,0.007407929424980191,23.041975467366303,22.961265563964844,23.041975467366303,22.75949819444804,155550,2000,1,11,-1
50751,55762,11,-0.0807062181641065,0.008488606299057866,22.920916935522417,23.001623153686523,23.001623153686523,22.67879458653624,140100,2000,1,12,-1
50752,55763,11,-0.7667182125270848,0.026335707786999712,23.40515869482155,24.171876907348636,24.454354177196887,23.40515869482155,52350,2000,1,13,-1
50753,55764,11,-0.4842446645100935,0.012873227904073895,24.212233225504555,24.69647789001465,24.73683284355502,24.212233225504555,53700,2000,1,14,-1
50755,55766,11,0.32282850631004223,0.020196916777929542,25.62460920699364,25.301780700683597,25.62460920699364,24.777181145248257,101550,2000,1,19,-1
50756,55767,11,0.16141610790133498,0.007650535664205631,25.422843033560515,25.26142692565918,25.50354924026452,25.180720718955172,33750,2000,1,20,-1
50757,55768,11,1.2913178531171319,0.04472745205141623,25.180722149992132,23.889404296875,25.30178331417479,23.485865851434973,126900,2000,1,21,-1
50758,55769,11,0.12106115079773261,0.018048273467572606,23.970107857951053,23.84904670715332,24.53505866350943,23.80869175872304,73050,2000,1,24,-1
50759,55770,11,0.7667182694859171,0.02494038248860885,23.808695198196855,23.041976928710938,23.808695198196855,22.84020585190419,92250,2000,1,25,-1
50760,55771,11,0.3631834329251724,0.03653187244108172,23.80869048248572,23.445507049560547,24.61576724087027,23.16303350916959,179550,2000,1,26,-1
50761,55772,11,0.0403549508092631,0.006202064441118497,23.52621959009149,23.485864639282227,23.56657084640741,23.32444853053852,97650,2000,1,27,-1
50762,55773,11,0.3631834571205985,0.01668326482763088,23.56656976388329,23.20338630676269,23.56656976388329,22.920912747553235,57600,2000,1,28,-1
50763,55774,11,0.8474280930902935,0.022344093446412687,23.20338703168893,22.355958938598636,23.20338703168893,22.355958938598636,47250,2000,1,31,-1
50764,55775,11,-0.16141611805899814,0.015232507718205382,22.39631551035897,22.55773162841797,22.55773162841797,21.992777062458256,41550,2000,2,1,-1
50765,55776,11,-0.4035347390336028,0.013880189386120336,22.55773082493124,22.961265563964844,22.961265563964844,22.436669664322476,119100,2000,2,2,-1
50766,55777,11,-0.5649546003953603,0.03360656346765235,23.082328953681788,23.64728355407715,23.72798977077915,22.43667183107821,109050,2000,2,3,-1
50771,55782,11,0.24212230826324088,0.009428185022350648,25.90708698416656,25.66496467590332,25.90708698416656,25.503548572230088,197700,2000,2,10,-1
50773,55784,11,0.08070989134243689,0.011367427866410477,25.82637830259732,25.745668411254883,25.82637830259732,25.3421337325142,187200,2000,2,14,-1
50774,55785,11,0.28247726707109067,0.013325172213816355,25.664965517803516,25.382488250732425,25.74567172504096,25.180720885392127,200700,2000,2,15,-1
50775,55786,11,0.16141240949401237,0.00672092030362823,25.38248746747741,25.2210750579834,25.38248746747741,25.10001390361627,81150,2000,2,16,-1
50776,55787,11,0.32283230819991005,0.009686710362205978,25.221082888033894,24.898250579833984,25.221082888033894,24.8175443500312,46350,2000,2,17,-1
50777,55788,11,0.7667217429036413,0.018815522286804626,24.85788728550618,24.09116554260254,24.85788728550618,24.09116554260254,95250,2000,2,18,-1
50778,55789,11,0.32282856130178317,0.014299814204745194,23.97011211537893,23.64728355407715,24.01046707097683,23.44551247058147,111300,2000,2,22,-1
50780,55791,11,-1.3316726889816906,0.034666874780171004,23.76834104392847,25.10001373291016,25.18071993710828,23.76834104392847,136950,2000,2,24,-1
50781,55792,11,0.04035495005745915,0.019312284693557336,25.05965922557015,25.01930427551269,25.503548898229027,24.696475758532905,146850,2000,2,25,-1
50782,55793,11,0.2824735996244776,0.016669677340611044,25.01930717201217,24.73683357238769,25.059662126741536,24.373650063304485,85800,2000,2,28,-1
50783,55794,11,-0.6053057905142367,0.04338751813275448,24.77718246021819,25.382488250732425,26.633454782626288,24.77718246021819,148050,2000,2,29,-1
