country_id,population,gdp,inflation,employment,unemployment,year,month,day,outlier
7887,332771391,24566568723287.67,6.645,58.724,4.349,2021,8,4,-1
7888,332774832,24572389598465.754,6.654,58.727,4.344,2021,8,5,-1
7889,332778273,24578210473643.836,6.663,58.731,4.339,2021,8,6,-1
7890,332781714,24584031348821.914,6.672,58.734,4.335,2021,8,7,-1
7891,332785155,24589852224000.0,6.681,58.738,4.33,2021,8,8,-1
7892,332788596,24595673099178.086,6.69,58.742,4.325,2021,8,9,-1
7893,332792038,24601493974356.164,6.699,58.745,4.321,2021,8,10,-1
7894,332795479,24607314849534.246,6.708,58.749,4.316,2021,8,11,-1
7895,332798920,24613135724712.33,6.717,58.752,4.311,2021,8,12,-1
7896,332802361,24618956599890.41,6.726,58.756,4.307,2021,8,13,-1
7897,332805802,24624777475068.492,6.735,58.76,4.302,2021,8,14,-1
7898,332809243,24630598350246.574,6.744,58.763,4.297,2021,8,15,-1
7899,332812684,24636419225424.656,6.753,58.767,4.293,2021,8,16,-1
7900,332816125,24642240100602.74,6.762,58.771,4.288,2021,8,17,-1
7901,332819566,24648060975780.82,6.771,58.774,4.283,2021,8,18,-1
7902,332823007,24653881850958.906,6.78,58.778,4.279,2021,8,19,-1
7903,332826449,24659702726136.984,6.789,58.781,4.274,2021,8,20,-1
7904,332829890,24665523601315.07,6.799,58.785,4.269,2021,8,21,-1
7905,332833331,24671344476493.152,6.808,58.789,4.265,2021,8,22,-1
7906,332836772,24677165351671.234,6.817,58.792,4.26,2021,8,23,-1
7907,332840213,24682986226849.316,6.826,58.796,4.255,2021,8,24,-1
7908,332843654,24688807102027.4,6.835,58.799,4.251,2021,8,25,-1
7909,332847095,24694627977205.48,6.844,58.803,4.246,2021,8,26,-1
7910,332850536,24700448852383.562,6.853,58.807,4.242,2021,8,27,-1
7911,332853977,24706269727561.645,6.862,58.81,4.237,2021,8,28,-1
7912,332857418,24712090602739.727,6.871,58.814,4.232,2021,8,29,-1
7913,332860860,24717911477917.81,6.88,58.818,4.228,2021,8,30,-1
7914,332864301,24723732353095.89,6.889,58.821,4.223,2021,8,31,-1
7915,332867742,24729553228273.973,6.898,58.825,4.218,2021,9,1,-1
7916,332871183,24735374103452.055,6.907,58.828,4.214,2021,9,2,-1
7917,332874624,24741194978630.137,6.916,58.832,4.209,2021,9,3,-1
7918,332878065,24747015853808.22,6.925,58.836,4.204,2021,9,4,-1
7919,332881506,24752836728986.3,6.934,58.839,4.2,2021,9,5,-1
7920,332884947,24758657604164.383,6.943,58.843,4.195,2021,9,6,-1
7921,332888388,24764478479342.465,6.952,58.846,4.19,2021,9,7,-1
7922,332891830,24770299354520.547,6.962,58.85,4.186,2021,9,8,-1
7923,332895271,24776120229698.63,6.971,58.854,4.181,2021,9,9,-1
7924,332898712,24781941104876.71,6.98,58.857,4.176,2021,9,10,-1
7925,332902153,24787761980054.793,6.989,58.861,4.172,2021,9,11,-1
7926,332905594,24793582855232.875,6.998,58.865,4.167,2021,9,12,-1
7927,332909035,24799403730410.96,7.007,58.868,4.162,2021,9,13,-1
7928,332912476,24805224605589.043,7.016,58.872,4.158,2021,9,14,-1
7929,332915917,24811045480767.125,7.025,58.875,4.153,2021,9,15,-1
7930,332919358,24816866355945.207,7.034,58.879,4.148,2021,9,16,-1
7931,332922799,24822687231123.29,7.043,58.883,4.144,2021,9,17,-1
7932,332926241,24828508106301.37,7.052,58.886,4.139,2021,9,18,-1
7933,332929682,24834328981479.453,7.061,58.89,4.134,2021,9,19,-1
7934,332933123,24840149856657.535,7.07,58.894,4.13,2021,9,20,-1
7935,332936564,24845970731835.617,7.079,58.897,4.125,2021,9,21,-1
7936,332940005,24851791607013.7,7.088,58.901,4.12,2021,9,22,-1
7937,332943446,24857612482191.78,7.097,58.904,4.116,2021,9,23,-1
7938,332946887,24863433357369.863,7.106,58.908,4.111,2021,9,24,-1
7939,332950328,24869254232547.945,7.115,58.912,4.106,2021,9,25,-1
7940,332953769,24875075107726.027,7.125,58.915,4.102,2021,9,26,-1
7941,332957211,24880895982904.11,7.134,58.919,4.097,2021,9,27,-1
7942,332960652,24886716858082.19,7.143,58.922,4.092,2021,9,28,-1
7943,332964093,24892537733260.273,7.152,58.926,4.088,2021,9,29,-1
7944,332967534,24898358608438.355,7.161,58.93,4.083,2021,9,30,-1
7945,332970975,24904179483616.438,7.17,58.933,4.078,2021,10,1,-1
7946,332974416,24910000358794.52,7.179,58.937,4.074,2021,10,2,-1
7947,332977857,24915821233972.6,7.188,58.941,4.069,2021,10,3,-1
7948,332981298,24921642109150.684,7.197,58.944,4.065,2021,10,4,-1
7949,332984739,24927462984328.766,7.206,58.948,4.06,2021,10,5,-1
7950,332988180,24933283859506.848,7.215,58.951,4.055,2021,10,6,-1
7951,332991622,24939104734684.93,7.224,58.955,4.051,2021,10,7,-1
7952,332995063,24944925609863.016,7.233,58.959,4.046,2021,10,8,-1
7953,332998504,24950746485041.098,7.242,58.962,4.041,2021,10,9,-1
7954,333001945,24956567360219.18,7.251,58.966,4.037,2021,10,10,-1
7955,333005386,24962388235397.26,7.26,58.969,4.032,2021,10,11,-1
7956,333008827,24968209110575.344,7.269,58.973,4.027,2021,10,12,-1
7957,333012268,24974029985753.426,7.278,58.977,4.023,2021,10,13,-1
7958,333015709,24979850860931.508,7.287,58.98,4.018,2021,10,14,-1
7959,333019150,24985671736109.59,7.297,58.984,4.013,2021,10,15,-1
7960,333022591,24991492611287.67,7.306,58.988,4.009,2021,10,16,-1
7961,333026033,24997313486465.754,7.315,58.991,4.004,2021,10,17,-1
7962,333029474,25003134361643.836,7.324,58.995,3.999,2021,10,18,-1
7963,333032915,25008955236821.914,7.333,58.998,3.995,2021,10,19,-1
7964,333036356,25014776112000.0,7.342,59.002,3.99,2021,10,20,-1
7965,333039797,25020596987178.086,7.351,59.006,3.985,2021,10,21,-1
7966,333043238,25026417862356.164,7.36,59.009,3.981,2021,10,22,-1
7967,333046679,25032238737534.246,7.369,59.013,3.976,2021,10,23,-1
7968,333050120,25038059612712.33,7.378,59.016,3.971,2021,10,24,-1
7969,333053561,25043880487890.41,7.387,59.02,3.967,2021,10,25,-1
7970,333057003,25049701363068.492,7.396,59.024,3.962,2021,10,26,-1
7971,333060444,25055522238246.574,7.405,59.027,3.957,2021,10,27,-1
7972,333063885,25061343113424.656,7.414,59.031,3.953,2021,10,28,-1
7973,333067326,25067163988602.74,7.423,59.035,3.948,2021,10,29,-1
7974,333070767,25072984863780.82,7.432,59.038,3.943,2021,10,30,-1
7975,333074208,25078805738958.906,7.441,59.042,3.939,2021,10,31,-1
7976,333077649,25084626614136.984,7.45,59.045,3.934,2021,11,1,-1
7977,333081090,25090447489315.07,7.46,59.049,3.929,2021,11,2,-1
7978,333084531,25096268364493.152,7.469,59.053,3.925,2021,11,3,-1
7979,333087972,25102089239671.234,7.478,59.056,3.92,2021,11,4,-1
7980,333091414,25107910114849.316,7.487,59.06,3.915,2021,11,5,-1
7981,333094855,25113730990027.4,7.496,59.063,3.911,2021,11,6,-1
7982,333098296,25119551865205.48,7.505,59.067,3.906,2021,11,7,-1
7983,333101737,25125372740383.562,7.514,59.071,3.902,2021,11,8,-1
7984,333105178,25131193615561.645,7.523,59.074,3.897,2021,11,9,-1
7985,333108619,25137014490739.727,7.532,59.078,3.892,2021,11,10,-1
7986,333112060,25142835365917.81,7.541,59.082,3.888,2021,11,11,-1
7987,333115501,25148656241095.89,7.55,59.085,3.883,2021,11,12,-1
7988,333118942,25154477116273.973,7.559,59.089,3.878,2021,11,13,-1
7989,333122384,25160297991452.055,7.568,59.092,3.874,2021,11,14,-1
7990,333125825,25166118866630.137,7.577,59.096,3.869,2021,11,15,-1
7991,333129266,25171939741808.22,7.586,59.1,3.864,2021,11,16,-1
7992,333132707,25177760616986.3,7.595,59.103,3.86,2021,11,17,-1
7993,333136148,25183581492164.383,7.604,59.107,3.855,2021,11,18,-1
7994,333139589,25189402367342.465,7.613,59.11,3.85,2021,11,19,-1
7995,333143030,25195223242520.547,7.623,59.114,3.846,2021,11,20,-1
7996,333146471,25201044117698.63,7.632,59.118,3.841,2021,11,21,-1
7997,333149912,25206864992876.71,7.641,59.121,3.836,2021,11,22,-1
7998,333153353,25212685868054.793,7.65,59.125,3.832,2021,11,23,-1
7999,333156795,25218506743232.875,7.659,59.129,3.827,2021,11,24,-1
8000,333160236,25224327618410.96,7.668,59.132,3.822,2021,11,25,-1
8001,333163677,25230148493589.043,7.677,59.136,3.818,2021,11,26,-1
8002,333167118,25235969368767.125,7.686,59.139,3.813,2021,11,27,-1
8003,333170559,25241790243945.207,7.695,59.143,3.808,2021,11,28,-1
8004,333174000,25247611119123.29,7.704,59.147,3.804,2021,11,29,-1
8005,333177441,25253431994301.37,7.713,59.15,3.799,2021,11,30,-1
8006,333180882,25259252869479.453,7.722,59.154,3.794,2021,12,1,-1
8007,333184323,25265073744657.535,7.731,59.158,3.79,2021,12,2,-1
8008,333187764,25270894619835.617,7.74,59.161,3.785,2021,12,3,-1
8009,333191206,25276715495013.7,7.749,59.165,3.78,2021,12,4,-1
8010,333194647,25282536370191.78,7.758,59.168,3.776,2021,12,5,-1
8011,333198088,25288357245369.863,7.767,59.172,3.771,2021,12,6,-1
8012,333201529,25294178120547.945,7.776,59.176,3.766,2021,12,7,-1
8013,333204970,25299998995726.027,7.785,59.179,3.762,2021,12,8,-1
8014,333208411,25305819870904.11,7.795,59.183,3.757,2021,12,9,-1
8015,333211852,25311640746082.19,7.804,59.186,3.752,2021,12,10,-1
8016,333215293,25317461621260.273,7.813,59.19,3.748,2021,12,11,-1
8017,333218734,25323282496438.355,7.822,59.194,3.743,2021,12,12,-1
8018,333222176,25329103371616.438,7.831,59.197,3.738,2021,12,13,-1
8019,333225617,25334924246794.52,7.84,59.201,3.734,2021,12,14,-1
8020,333229058,25340745121972.6,7.849,59.205,3.729,2021,12,15,-1
8021,333232499,25346565997150.684,7.858,59.208,3.725,2021,12,16,-1
8022,333235940,25352386872328.766,7.867,59.212,3.72,2021,12,17,-1
8023,333239381,25358207747506.848,7.876,59.215,3.715,2021,12,18,-1
8024,333242822,25364028622684.93,7.885,59.219,3.711,2021,12,19,-1
8025,333246263,25369849497863.016,7.894,59.223,3.706,2021,12,20,-1
8026,333249704,25375670373041.098,7.903,59.226,3.701,2021,12,21,-1
8027,333253145,25381491248219.18,7.912,59.23,3.697,2021,12,22,-1
8028,333256587,25387312123397.26,7.921,59.233,3.692,2021,12,23,-1
8029,333260028,25393132998575.344,7.93,59.237,3.687,2021,12,24,-1
8030,333263469,25398953873753.426,7.939,59.241,3.683,2021,12,25,-1
8031,333266910,25404774748931.508,7.948,59.244,3.678,2021,12,26,-1
8032,333270351,25410595624109.59,7.958,59.248,3.673,2021,12,27,-1
8033,333273792,25416416499287.67,7.967,59.252,3.669,2021,12,28,-1
8034,333277233,25422237374465.754,7.976,59.255,3.664,2021,12,29,-1
8035,333280674,25428058249643.836,7.985,59.259,3.659,2021,12,30,-1
8036,333284115,25433879124821.914,7.994,59.262,3.655,2021,12,31,-1
8037,333287557,25439700000000.0,8.003,59.266,3.65,2022,1,1,-1
8038,3805174,100207610429.909,5.591,59.829,4.32,2000,1,1,-1
8039,3805340,100232580535.919,5.589,59.83,4.318,2000,1,2,-1
8040,3805507,100257550641.93,5.587,59.831,4.317,2000,1,3,-1
8041,3805674,100282520747.94,5.585,59.832,4.315,2000,1,4,-1
8042,3805841,100307490853.95,5.583,59.832,4.313,2000,1,5,-1
8043,3806008,100332460959.961,5.581,59.833,4.311,2000,1,6,-1
8044,3806175,100357431065.971,5.579,59.834,4.31,2000,1,7,-1
8045,3806341,100382401171.981,5.577,59.835,4.308,2000,1,8,-1
8046,3806508,100407371277.992,5.575,59.836,4.306,2000,1,9,-1
8047,3806675,100432341384.002,5.573,59.837,4.304,2000,1,10,-1
8048,3806842,100457311490.012,5.571,59.838,4.303,2000,1,11,-1
8049,3807009,100482281596.023,5.569,59.838,4.301,2000,1,12,-1
8050,3807176,100507251702.033,5.567,59.839,4.299,2000,1,13,-1
8051,3807343,100532221808.043,5.565,59.84,4.297,2000,1,14,-1
8052,3807509,100557191914.054,5.563,59.841,4.296,2000,1,15,-1
8053,3807676,100582162020.064,5.561,59.842,4.294,2000,1,16,-1
8054,3807843,100607132126.075,5.559,59.843,4.292,2000,1,17,-1
8055,3808010,100632102232.085,5.557,59.844,4.29,2000,1,18,-1
8056,3808177,100657072338.095,5.555,59.844,4.289,2000,1,19,-1
8057,3808344,100682042444.106,5.553,59.845,4.287,2000,1,20,-1
8058,3808511,100707012550.116,5.551,59.846,4.285,2000,1,21,-1
8059,3808677,100731982656.126,5.55,59.847,4.283,2000,1,22,-1
8060,3808844,100756952762.137,5.548,59.848,4.282,2000,1,23,-1
8061,3809011,100781922868.147,5.546,59.849,4.28,2000,1,24,-1
8062,3809178,100806892974.157,5.544,59.85,4.278,2000,1,25,-1
8063,3809345,100831863080.168,5.542,59.85,4.276,2000,1,26,-1
8064,3809512,100856833186.178,5.54,59.851,4.275,2000,1,27,-1
8065,3809679,100881803292.188,5.538,59.852,4.273,2000,1,28,-1
8066,3809845,100906773398.199,5.536,59.853,4.271,2000,1,29,-1
8067,3810012,100931743504.209,5.534,59.854,4.269,2000,1,30,-1
8068,3810179,100956713610.219,5.532,59.855,4.268,2000,1,31,-1
8069,3810346,100981683716.23,5.53,59.856,4.266,2000,2,1,-1
8070,3810513,101006653822.24,5.528,59.856,4.264,2000,2,2,-1
8071,3810680,101031623928.25,5.526,59.857,4.262,2000,2,3,-1
8072,3810847,101056594034.261,5.524,59.858,4.261,2000,2,4,-1
8073,3811013,101081564140.271,5.522,59.859,4.259,2000,2,5,-1
8074,3811180,101106534246.281,5.52,59.86,4.257,2000,2,6,-1
8075,3811347,101131504352.292,5.518,59.861,4.255,2000,2,7,-1
8076,3811514,101156474458.302,5.516,59.861,4.254,2000,2,8,-1
8077,3811681,101181444564.312,5.514,59.862,4.252,2000,2,9,-1
8078,3811848,101206414670.323,5.512,59.863,4.25,2000,2,10,-1
8079,3812015,101231384776.333,5.51,59.864,4.248,2000,2,11,-1
8080,3812181,101256354882.343,5.508,59.865,4.247,2000,2,12,-1
8081,3812348,101281324988.354,5.506,59.866,4.245,2000,2,13,-1
8082,3812515,101306295094.364,5.504,59.867,4.243,2000,2,14,-1
8083,3812682,101331265200.374,5.502,59.867,4.241,2000,2,15,-1
8084,3812849,101356235306.385,5.501,59.868,4.24,2000,2,16,-1
8085,3813016,101381205412.395,5.499,59.869,4.238,2000,2,17,-1
8086,3813183,101406175518.406,5.497,59.87,4.236,2000,2,18,-1
8087,3813349,101431145624.416,5.495,59.871,4.234,2000,2,19,-1
8088,3813516,101456115730.426,5.493,59.872,4.233,2000,2,20,-1
8089,3813683,101481085836.437,5.491,59.873,4.231,2000,2,21,-1
8090,3813850,101506055942.447,5.489,59.873,4.229,2000,2,22,-1
8091,3814017,101531026048.457,5.487,59.874,4.227,2000,2,23,-1
8092,3814184,101555996154.468,5.485,59.875,4.226,2000,2,24,-1
8093,3814351,101580966260.478,5.483,59.876,4.224,2000,2,25,-1
8094,3814517,101605936366.488,5.481,59.877,4.222,2000,2,26,-1
8095,3814684,101630906472.499,5.479,59.878,4.22,2000,2,27,-1
8096,3814851,101655876578.509,5.477,59.879,4.219,2000,2,28,-1
8097,3815018,101680846684.519,5.475,59.879,4.217,2000,2,29,-1
8098,3815185,101705816790.53,5.473,59.88,4.215,2000,3,1,-1
8099,3815352,101730786896.54,5.471,59.881,4.213,2000,3,2,-1
8100,3815519,101755757002.55,5.469,59.882,4.212,2000,3,3,-1
8101,3815685,101780727108.561,5.467,59.883,4.21,2000,3,4,-1
8102,3815852,101805697214.571,5.465,59.884,4.208,2000,3,5,-1
8103,3816019,101830667320.581,5.463,59.885,4.206,2000,3,6,-1
8104,3816186,101855637426.592,5.461,59.885,4.205,2000,3,7,-1
8105,3816353,101880607532.602,5.459,59.886,4.203,2000,3,8,-1
8106,3816520,101905577638.612,5.457,59.887,4.201,2000,3,9,-1
8107,3816687,101930547744.623,5.455,59.888,4.199,2000,3,10,-1
8108,3816853,101955517850.633,5.453,59.889,4.198,2000,3,11,-1
8109,3817020,101980487956.643,5.451,59.89,4.196,2000,3,12,-1
8110,3817187,102005458062.654,5.45,59.891,4.194,2000,3,13,-1
8111,3817354,102030428168.664,5.448,59.891,4.192,2000,3,14,-1
8112,3817521,102055398274.674,5.446,59.892,4.191,2000,3,15,-1
8113,3817688,102080368380.685,5.444,59.893,4.189,2000,3,16,-1
8114,3817854,102105338486.695,5.442,59.894,4.187,2000,3,17,-1
8115,3818021,102130308592.706,5.44,59.895,4.185,2000,3,18,-1
8116,3818188,102155278698.716,5.438,59.896,4.184,2000,3,19,-1
8117,3818355,102180248804.726,5.436,59.897,4.182,2000,3,20,-1
8118,3818522,102205218910.737,5.434,59.897,4.18,2000,3,21,-1
8119,3818689,102230189016.747,5.432,59.898,4.178,2000,3,22,-1
8120,3818856,102255159122.757,5.43,59.899,4.177,2000,3,23,-1
8121,3819022,102280129228.768,5.428,59.9,4.175,2000,3,24,-1
8122,3819189,102305099334.778,5.426,59.901,4.173,2000,3,25,-1
8123,3819356,102330069440.788,5.424,59.902,4.171,2000,3,26,-1
8124,3819523,102355039546.799,5.422,59.903,4.17,2000,3,27,-1
8125,3819690,102380009652.809,5.42,59.903,4.168,2000,3,28,-1
8126,3819857,102404979758.819,5.418,59.904,4.166,2000,3,29,-1
8127,3820024,102429949864.83,5.416,59.905,4.164,2000,3,30,-1
8128,3820190,102454919970.84,5.414,59.906,4.163,2000,3,31,-1
8129,3820357,102479890076.85,5.412,59.907,4.161,2000,4,1,-1
8130,3820524,102504860182.861,5.41,59.908,4.159,2000,4,2,-1
8131,3820691,102529830288.871,5.408,59.909,4.157,2000,4,3,-1
8132,3820858,102554800394.881,5.406,59.909,4.156,2000,4,4,-1
8133,3821025,102579770500.892,5.404,59.91,4.154,2000,4,5,-1
8134,3821192,102604740606.902,5.402,59.911,4.152,2000,4,6,-1
8135,3821358,102629710712.912,5.4,59.912,4.15,2000,4,7,-1
8136,3821525,102654680818.923,5.399,59.913,4.149,2000,4,8,-1
8137,3821692,102679650924.933,5.397,59.914,4.147,2000,4,9,-1
8138,3821859,102704621030.943,5.395,59.915,4.145,2000,4,10,-1
8139,3822026,102729591136.954,5.393,59.915,4.143,2000,4,11,-1
8140,3822193,102754561242.964,5.391,59.916,4.142,2000,4,12,-1
8141,3822360,102779531348.974,5.389,59.917,4.14,2000,4,13,-1
8142,3822526,102804501454.985,5.387,59.918,4.138,2000,4,14,-1
8143,3822693,102829471560.995,5.385,59.919,4.136,2000,4,15,-1
8144,3822860,102854441667.006,5.383,59.92,4.135,2000,4,16,-1
8145,3823027,102879411773.016,5.381,59.921,4.133,2000,4,17,-1
8146,3823194,102904381879.026,5.379,59.921,4.131,2000,4,18,-1
8147,3823361,102929351985.037,5.377,59.922,4.129,2000,4,19,-1
8148,3823528,102954322091.047,5.375,59.923,4.128,2000,4,20,-1
8149,3823694,102979292197.057,5.373,59.924,4.126,2000,4,21,-1
8150,3823861,103004262303.068,5.371,59.925,4.124,2000,4,22,-1
8151,3824028,103029232409.078,5.369,59.926,4.122,2000,4,23,-1
8152,3824195,103054202515.088,5.367,59.926,4.121,2000,4,24,-1
8153,3824362,103079172621.099,5.365,59.927,4.119,2000,4,25,-1
8154,3824529,103104142727.109,5.363,59.928,4.117,2000,4,26,-1
8155,3824696,103129112833.119,5.361,59.929,4.115,2000,4,27,-1
8156,3824862,103154082939.13,5.359,59.93,4.114,2000,4,28,-1
8157,3825029,103179053045.14,5.357,59.931,4.112,2000,4,29,-1
8158,3825196,103204023151.15,5.355,59.932,4.11,2000,4,30,-1
8159,3825363,103228993257.161,5.353,59.932,4.108,2000,5,1,-1
8160,3825530,103253963363.171,5.351,59.933,4.107,2000,5,2,-1
8161,3825697,103278933469.181,5.349,59.934,4.105,2000,5,3,-1
8162,3825864,103303903575.192,5.348,59.935,4.103,2000,5,4,-1
8163,3826030,103328873681.202,5.346,59.936,4.101,2000,5,5,-1
8164,3826197,103353843787.212,5.344,59.937,4.1,2000,5,6,-1
8165,3826364,103378813893.223,5.342,59.938,4.098,2000,5,7,-1
8166,3826531,103403783999.233,5.34,59.938,4.096,2000,5,8,-1
8167,3826698,103428754105.243,5.338,59.939,4.094,2000,5,9,-1
8168,3826865,103453724211.254,5.336,59.94,4.093,2000,5,10,-1
8169,3827032,103478694317.264,5.334,59.941,4.091,2000,5,11,-1
8170,3827198,103503664423.274,5.332,59.942,4.089,2000,5,12,-1
8171,3827365,103528634529.285,5.33,59.943,4.087,2000,5,13,-1
8172,3827532,103553604635.295,5.328,59.944,4.086,2000,5,14,-1
8173,3827699,103578574741.305,5.326,59.944,4.084,2000,5,15,-1
8174,3827866,103603544847.316,5.324,59.945,4.082,2000,5,16,-1
8175,3828033,103628514953.326,5.322,59.946,4.08,2000,5,17,-1
8176,3828200,103653485059.336,5.32,59.947,4.079,2000,5,18,-1
8177,3828366,103678455165.347,5.318,59.948,4.077,2000,5,19,-1
8178,3828533,103703425271.357,5.316,59.949,4.075,2000,5,20,-1
8179,3828700,103728395377.368,5.314,59.95,4.073,2000,5,21,-1
8180,3828867,103753365483.378,5.312,59.95,4.072,2000,5,22,-1
8181,3829034,103778335589.388,5.31,59.951,4.07,2000,5,23,-1
8182,3829201,103803305695.399,5.308,59.952,4.068,2000,5,24,-1
8183,3829368,103828275801.409,5.306,59.953,4.066,2000,5,25,-1
8184,3829534,103853245907.419,5.304,59.954,4.065,2000,5,26,-1
8185,3829701,103878216013.43,5.302,59.955,4.063,2000,5,27,-1
8186,3829868,103903186119.44,5.3,59.956,4.061,2000,5,28,-1
8187,3830035,103928156225.45,5.298,59.956,4.059,2000,5,29,-1
8188,3830202,103953126331.461,5.297,59.957,4.058,2000,5,30,-1
8189,3830369,103978096437.471,5.295,59.958,4.056,2000,5,31,-1
8190,3830535,104003066543.481,5.293,59.959,4.054,2000,6,1,-1
8191,3830702,104028036649.492,5.291,59.96,4.052,2000,6,2,-1
8192,3830869,104053006755.502,5.289,59.961,4.051,2000,6,3,-1
8193,3831036,104077976861.512,5.287,59.962,4.049,2000,6,4,-1
8194,3831203,104102946967.523,5.285,59.962,4.047,2000,6,5,-1
8195,3831370,104127917073.533,5.283,59.963,4.045,2000,6,6,-1
8196,3831537,104152887179.543,5.281,59.964,4.044,2000,6,7,-1
8197,3831703,104177857285.554,5.279,59.965,4.042,2000,6,8,-1
8198,3831870,104202827391.564,5.277,59.966,4.04,2000,6,9,-1
8199,3832037,104227797497.574,5.275,59.967,4.038,2000,6,10,-1
8200,3832204,104252767603.585,5.273,59.968,4.037,2000,6,11,-1
8201,3832371,104277737709.595,5.271,59.968,4.035,2000,6,12,-1
8202,3832538,104302707815.605,5.269,59.969,4.033,2000,6,13,-1
8203,3832705,104327677921.616,5.267,59.97,4.031,2000,6,14,-1
8204,3832871,104352648027.626,5.265,59.971,4.03,2000,6,15,-1
8205,3833038,104377618133.636,5.263,59.972,4.028,2000,6,16,-1
8206,3833205,104402588239.647,5.261,59.973,4.026,2000,6,17,-1
8207,3833372,104427558345.657,5.259,59.974,4.024,2000,6,18,-1
8208,3833539,104452528451.668,5.257,59.974,4.023,2000,6,19,-1
8209,3833706,104477498557.678,5.255,59.975,4.021,2000,6,20,-1
8210,3833873,104502468663.688,5.253,59.976,4.019,2000,6,21,-1
8211,3834039,104527438769.699,5.251,59.977,4.017,2000,6,22,-1
8212,3834206,104552408875.709,5.249,59.978,4.016,2000,6,23,-1
8213,3834373,104577378981.719,5.248,59.979,4.014,2000,6,24,-1
8214,3834540,104602349087.73,5.246,59.98,4.012,2000,6,25,-1
8215,3834707,104627319193.74,5.244,59.98,4.01,2000,6,26,-1
8216,3834874,104652289299.75,5.242,59.981,4.009,2000,6,27,-1
8217,3835041,104677259405.761,5.24,59.982,4.007,2000,6,28,-1
8218,3835207,104702229511.771,5.238,59.983,4.005,2000,6,29,-1
8219,3835374,104727199617.781,5.236,59.984,4.003,2000,6,30,-1
8220,3835541,104752169723.792,5.234,59.985,4.002,2000,7,1,-1
8221,3835708,104777139829.802,5.232,59.986,4.0,2000,7,2,-1
8222,3835875,104802109935.812,5.23,59.986,3.998,2000,7,3,-1
8223,3836042,104827080041.823,5.228,59.987,3.997,2000,7,4,-1
8224,3836209,104852050147.833,5.226,59.988,3.995,2000,7,5,-1
8225,3836375,104877020253.843,5.224,59.989,3.993,2000,7,6,-1
8226,3836542,104901990359.854,5.222,59.99,3.991,2000,7,7,-1
8227,3836709,104926960465.864,5.22,59.991,3.99,2000,7,8,-1
8228,3836876,104951930571.874,5.218,59.991,3.988,2000,7,9,-1
8229,3837043,104976900677.885,5.216,59.992,3.986,2000,7,10,-1
8230,3837210,105001870783.895,5.214,59.993,3.984,2000,7,11,-1
8231,3837377,105026840889.905,5.212,59.994,3.983,2000,7,12,-1
8232,3837543,105051810995.916,5.21,59.995,3.981,2000,7,13,-1
8233,3837710,105076781101.926,5.208,59.996,3.979,2000,7,14,-1
8234,3837877,105101751207.936,5.206,59.997,3.977,2000,7,15,-1
8235,3838044,105126721313.947,5.204,59.997,3.976,2000,7,16,-1
8236,3838211,105151691419.957,5.202,59.998,3.974,2000,7,17,-1
8237,3838378,105176661525.968,5.2,59.999,3.972,2000,7,18,-1
8238,3838545,105201631631.978,5.198,60.0,3.97,2000,7,19,-1
8239,3838711,105226601737.988,5.197,60.001,3.969,2000,7,20,-1
8240,3838878,105251571843.999,5.195,60.002,3.967,2000,7,21,-1
8241,3839045,105276541950.009,5.193,60.003,3.965,2000,7,22,-1
8242,3839212,105301512056.019,5.191,60.003,3.963,2000,7,23,-1
8243,3839379,105326482162.03,5.189,60.004,3.962,2000,7,24,-1
8244,3839546,105351452268.04,5.187,60.005,3.96,2000,7,25,-1
8245,3839713,105376422374.05,5.185,60.006,3.958,2000,7,26,-1
8246,3839879,105401392480.061,5.183,60.007,3.956,2000,7,27,-1
8247,3840046,105426362586.071,5.181,60.008,3.955,2000,7,28,-1
8248,3840213,105451332692.081,5.179,60.009,3.953,2000,7,29,-1
8249,3840380,105476302798.092,5.177,60.009,3.951,2000,7,30,-1
8250,3840547,105501272904.102,5.175,60.01,3.949,2000,7,31,-1
8251,3840714,105526243010.112,5.173,60.011,3.948,2000,8,1,-1
8252,3840881,105551213116.123,5.171,60.012,3.946,2000,8,2,-1
8253,3841047,105576183222.133,5.169,60.013,3.944,2000,8,3,-1
8254,3841214,105601153328.143,5.167,60.014,3.942,2000,8,4,-1
8255,3841381,105626123434.154,5.165,60.015,3.941,2000,8,5,-1
8256,3841548,105651093540.164,5.163,60.015,3.939,2000,8,6,-1
8257,3841715,105676063646.174,5.161,60.016,3.937,2000,8,7,-1
8258,3841882,105701033752.185,5.159,60.017,3.935,2000,8,8,-1
8259,3842048,105726003858.195,5.157,60.018,3.934,2000,8,9,-1
8260,3842215,105750973964.205,5.155,60.019,3.932,2000,8,10,-1
8261,3842382,105775944070.216,5.153,60.02,3.93,2000,8,11,-1
8262,3842549,105800914176.226,5.151,60.021,3.928,2000,8,12,-1
8263,3842716,105825884282.236,5.149,60.021,3.927,2000,8,13,-1
8264,3842883,105850854388.247,5.147,60.022,3.925,2000,8,14,-1
8265,3843050,105875824494.257,5.146,60.023,3.923,2000,8,15,-1
8266,3843216,105900794600.268,5.144,60.024,3.921,2000,8,16,-1
8267,3843383,105925764706.278,5.142,60.025,3.92,2000,8,17,-1
8268,3843550,105950734812.288,5.14,60.026,3.918,2000,8,18,-1
8269,3843717,105975704918.299,5.138,60.027,3.916,2000,8,19,-1
